#SOCIAL
CharFound   You yell at $N "Run!  I gotta barf" and then spill out your dinner on $N.~
OthersFound $n barfs all over $N!  Yecchh what a mess!~
VictFound   $n has just projectile vomited all over your nice, clean armor!~
CharAuto    You say to yourself "Am I ever sick!" and then barf up your dinner!~
OthersAuto  $n begins to projectile vomit over everything in the room!~
End

#SOCIAL
Name        bark~
CharNoArg   Woof!  Woof!~
OthersNoArg $n barks like a dog.~
CharFound   You bark at $M.~
OthersFound $n barks at $N.~
VictFound   $n barks at you.~
CharAuto    You bark at yourself.  Woof!  Woof!~
OthersAuto  $n barks at $mself.  Woof!  Woof!~
End

#SOCIAL
Name        bashful~
CharNoArg   For some reason, you start feeling very bashful.~
OthersNoArg $n begins looking quite bashful.~
CharFound   You look up at $N, look at the ground and bashfully trace figure eights with your foot.~
OthersFound $n looks at $N, then bashfully stares at $s feet.~
VictFound   $n looks up at you, then bashfully traces figure eights with $s foot.~
CharAuto    For some reason, you start feeling very bashful.~
OthersAuto  $n begins looking quite bashful.~
End

#SOCIAL
Name        bbl~
CharNoArg   You announce that you will be back later.~
OthersNoArg $n announces that $e'll be back later.~
CharFound   You inform $M that you will be back later.~
OthersFound $n informs $N that $e will be back later~
VictFound   $n informs you that $e will be back later~
CharAuto    You mumble to yourself that you'll be back later.~
OthersAuto  $n mumbles to $mself that $e'll be back later.~
End

#SOCIAL
Name        bearhug~
CharNoArg   You hug a grizzly bear.~
OthersNoArg $n hugs a flea-infested grizzly bear.~
CharFound   You bearhug $M.~
OthersFound $n bearhugs $N.  Some ribs break.~
VictFound   $n bearhugs you.  Wonder what's coming next?~
CharAuto    You bearhug yourself.~
OthersAuto  $n bearhugs $mself.~
End

#SOCIAL
Name        beckon~
CharNoArg   Psst, c'mon.  Anyone?~
OthersNoArg $n beckons to the air.  That might prove wise if $e gets stranded in a medieval submarine.~
CharFound   You beckon $N follow you through rain, snow, dragons' lairs and even *gulp* lag.~
OthersFound $n beckons $N follow $m.  You smell a rat.~
VictFound   $n beckons you follow $m through rain, snow, dragons' lairs and even *gulp* lag.~
CharAuto    Psst, c'mon $n.~
OthersAuto  $n beckons $n follow $n.  Ooooooook.~
End

#SOCIAL
Name        beer~
CharNoArg   You down a cold, frosty beer.~
OthersNoArg $n downs a cold, frosty beer.~
CharFound   You draw a cold, frosty beer for $N.~
OthersFound $n draws a cold, frosty beer for $N.~
VictFound   $n draws a cold, frosty beer for you.~
CharAuto    You pour yourself a cold, frosty beer and think, "It just doesn't get better than this."~
OthersAuto  $n draws $mself a beer.~
End

#SOCIAL
Name        beg~
CharNoArg   You beg the gods for mercy.~
OthersNoArg The gods fall down laughing at $n's request for mercy.~
CharFound   You desperately beg for a favor from $N.~
OthersFound $n gets on $s knees begging for a favor from $N..how unbecoming.~
VictFound   $n is begging you for something.~
CharAuto    Begging yourself for money doesn't help.~
OthersAuto  $n begs for a favor.~
End

#SOCIAL
Name        behead~
CharNoArg   You look around for some heads to cut off.~
OthersNoArg $n looks around for some heads to cut off.~
CharFound   You grin evilly at $N and brandish your weapon.~
OthersFound $n grins evilly at $N while brandishing $s weapon!~
VictFound   $n grins evilly at you, brandishing $s weapon.~
CharAuto    I really don't think you want to do that.~
OthersAuto  $n is so desperate for exp that $e tries to decapitate $mself!~
End

#SOCIAL
Name        bellybutton~
CharNoArg   You flash the room a Navel Inspector's badge and check for Innies and Outties.~
OthersNoArg $n flashes a fake Navel Inspectors badge and checks everyone for Innies and Outties.~
CharFound   You frisk &N's belly button in search of "pocket change", aka belly button lint.~
OthersFound $n flashes a fake Navel Inspector's badge to $N while frisking their belly button.~
VictFound   $n flashes you a Navel Inspector's badge then fluffs your belly button lint.~
CharAuto    Practicing to be a Navel Inspector, you examine your own belly button, Oh the Joy!~
OthersAuto  $n harvests the lint from their belly button and sits down to knit a new sweater.~
End

#SOCIAL
Name        bigmean~
CharNoArg   Puffing out your chest you tell everyone you're going to grow up to be a *BIG* meanie.~
OthersNoArg Give $n a moment, $e is having illusions of grandieur.~
CharFound   You tell $N, The world is a really mean place and it is only people like you that makes it better.~
OthersFound $n tells $N that &e is going to severely beat them about the head...someday...real soon...when &e is bigger.~
VictFound   $n informs you that $e is going to severely beat you about the head...someday...real soon...when $e is bigger!~
CharAuto    You are as mean as the beastiest of beasts. You tiger you!~
OthersAuto  $n is looming over the room trying to intimidate everyone.  Slugs flea in fear!~
End

#SOCIAL
Name        bitchslap~
CharNoArg   You threaten the room with the back of your hand!~
OthersNoArg $n threatens the room with the back of $s hand!~
CharFound   You smack $N with the back of your hand!~
OthersFound $n smacks $N with the back of $s hand!~
VictFound   $n smacks you with the back of $s hand!~
CharAuto    What, are you your own pimp now?~
OthersAuto  For some reason, $n tries to bitchslap $mself!~
End

#SOCIAL
Name        bkiss~
CharNoArg   Blow a kiss to whom?~
OthersNoArg $n blows at $s hand.~
CharFound   You blow a kiss to $M.~
OthersFound $n blows a kiss to $N.  Touching, ain't it?~
VictFound   $n blows a kiss to you.  Not as good as a real one, huh?~
CharAuto    You blow a kiss to yourself.~
OthersAuto  $n blows a kiss to $mself.  Weird.~
End

#SOCIAL
Name        blank~
CharNoArg   You get a blank look on your face.~
OthersNoArg $n gets a blank look on $s face.~
CharFound   You look at $N but draw a complete blank.~
OthersFound $n looks at $N but draws a blank.~
VictFound   $n looks at you and draws a total blank.~
End

#SOCIAL
Name        blast~
CharNoArg   You count down 10 9 8 7 6 5 4 3 2 1 and blast off!~
OthersNoArg $n counts down 10 9 8 7 6 5 4 3 2 1 and blasts off.~
CharFound   You look at $N and give $M a real blast.~
OthersFound $n looks at $N and gives $M a real blast!~
VictFound   $n looks at you and gives you a real blast!~
CharAuto    Do you really think that's polite?~
OthersAuto  $n looks as though $e wants a blast.~
End

#SOCIAL
Name        bleed~
CharNoArg   You bleed all over the room!~
OthersNoArg $n bleeds all over the room!  Get out of $s way!~
CharFound   You bleed all over $M!~
OthersFound $n bleeds all over $N.  Better leave, you may be next!~
VictFound   $n bleeds all over you!  YUCK!~
CharAuto    You bleed all over yourself!~
OthersAuto  $n bleeds all over $mself.~
End

#SOCIAL
Name        bleh~
CharNoArg   You grimace as if tasting something hideous and say "BLEH!"~
OthersNoArg $n sticks $s tongue out and says "Bleh!"~
CharFound   You "bleh!" right in $N's face!~
OthersFound $n says "bleh!" while making a horrid face at $N.~
VictFound   $n looks right at you and says "BLEH!"~
CharAuto    You bleh at yourself in response to something disagreeable.~
OthersAuto  $n blehs at the thought of something.~
End

#SOCIAL
Name        blink~
CharNoArg   You blink in utter disbelief.~
OthersNoArg $n blinks in utter disbelief.~
CharFound   You blink at $M in confusion.~
OthersFound $n blinks at $N in confusion.~
VictFound   $n blinks at you in confusion.~
CharAuto    You are sooooooooooooo confused~
OthersAuto  $n blinks at $mself in complete confusion.~
End

#SOCIAL
Name        blownose~
CharNoArg   You blow your nose loudly in a tattered hanky.~
OthersNoArg $n blows $s nose loudly into a tattered hanky.~
CharFound   You blow your nose on $S shirt.~
OthersFound $n blows $s nose on $N's shirt.~
VictFound   $n blows $s nose on your shirt.~
CharAuto    You blow your nose on your shirt.~
OthersAuto  $n blows $s nose on $s shirt.~
End

#SOCIAL
Name        blunk~
CharNoArg   You try to blink but blunk instead.~
OthersNoArg $n tries to blink but $e blunks instead.~
CharFound   You blunk at $N.~
OthersFound $n blunks at $N.~
VictFound   $n blunks at you.~
End

#SOCIAL
Name        blush~
CharNoArg   Your cheeks are burning.~
OthersNoArg $n blushes.~
CharFound   You get all flustered up seeing $M.~
OthersFound $n blushes as $e sees $N here.~
VictFound   $n blushes as $e sees you here.  Such an effect on people!~
CharAuto    You blush at your own folly.~
OthersAuto  $n blushes as $e notices $s boo-boo.~
End

#SOCIAL
Name        board~
CharNoArg   You attempt to board a ship...~
OthersNoArg $n attempts to board a ship...~
End

#SOCIAL
Name        boggle~
CharNoArg   You boggle in complete incomprehension.~
OthersNoArg $n boggles in complete incomprehension.~
CharFound   You boggle in complete incomprehension of $S actions.~
OthersFound $n boggles in complete incomprehension of $N's actions.~
VictFound   $n boggles in complete incomprehension of your actions.~
CharAuto    You boggle in complete incomprehension of your own actions.  Confused?~
OthersAuto  $n boggles, plain and simple.~
End

#SOCIAL
Name        bongload~
CharNoArg   You take a long pull from the bong, inhaling deeply.~
OthersNoArg $n takes a long pull from the bong, inhaling deeply.~
CharFound   You pack a big bowl in the bong and pass it to $N.~
OthersFound $n packs a big bowl in the bong and passes it to $N.~
VictFound   $n packs a big bowl in the bong and passes it to you!~
CharAuto    You pack a big bowl in the bong, and stare at it dreamily.~
OthersAuto  $n packs $mself a big bowl in the bong, and stares at it dreamily.~
End

#SOCIAL
Name        bonk~
CharNoArg   You look for someone to bonk!~
OthersNoArg $n looks around for someone to bonk! Better start running now!~
CharFound   You bonk $N! BONK!! BONK!! BONK!!~
OthersFound $n bonks $N! BONK!! BONK!! BONK!!~
VictFound   $n bonks you! BONK!! BONK!! BONK!!~
CharAuto    You bonk yourself! Owwwww!! Waaaaaaaaaaa!~
OthersAuto  $n bonks $mself! Whatta loon.. eh?~
End

#SOCIAL
Name        boogie~
CharNoArg   You boogie down!~
OthersNoArg $n boogies to funky music!~
CharFound   You grab $N and boogie down!~
OthersFound $n grabs $N and boogies with $M!~
VictFound   $n grabs you and attempts a tricky boogie with you!~
CharAuto    You boogie like the star you THINK you are!~
OthersAuto  $n wraps $s arms about $mself and shakes $s booty.~
End

#SOCIAL
Name        bounce~
CharNoArg   BOIINNNNNNGG!~
OthersNoArg $n bounces around.~
CharFound   You bounce onto $S lap.~
OthersFound $n bounces onto $N's lap.~
VictFound   $n bounces onto your lap.~
CharAuto    You bounce your head like a basketball.~
OthersAuto  $n plays basketball with $s head.~
End

#SOCIAL
Name        bow~
CharNoArg   You bow deeply.~
OthersNoArg $n bows deeply.~
CharFound   You bow before $M.~
OthersFound $n bows before $N.~
VictFound   $n bows before you.~
CharAuto    You kiss your toes.~
OthersAuto  $n folds up like a jack knife and kisses $s own toes.~
End

#SOCIAL
Name        brainstorm~
CharNoArg   Ignoring the cautions of the gods themselves, you turn your brain on.~
OthersNoArg $n, ignoring the gods' many cautions, $n turns $s brain on.~
CharFound   $N shivers in terror as thoughts begin to flow through your mighty noggin.~
OthersFound $N shivers in terror as thoughts begin to flow through $n's mighty noggin.~
VictFound   You shiver in terror as you notice thoughts flowing through $n's mighty noggin.~
CharAuto    Even the gods themselves don't know what might possibly be done about you and your noggin.~
OthersAuto  $n attempts to squeeze some thoughts from $s noggin, making the gods themselves, terrorized by this display, run.~
End

#SOCIAL
Name        brb~
CharNoArg   You announce that you will be right back.~
OthersNoArg $n says in a stern voice, 'I'll be back!'~
CharFound   You announce to $M that you will be right back.~
OthersFound $n says to $N in a stern voice, 'I'll be back!'~
VictFound   $n says to you in a stern voice, 'I'll be right back!'~
CharAuto    You mumble to yourself, 'I'll be right back'~
OthersAuto  $n mumbles to $mself, 'I'll be right back, won't I?'~
End

#SOCIAL
Name        bristle~
CharNoArg   You clench your teeth and bristle with anger.~
OthersNoArg $n clenches $s teeth and bristles with anger.~
CharFound   You glare at $N, bristling with anger.~
OthersFound $n glares at $N, bristling with anger.~
VictFound   $n glares at you, bristling with anger.~
CharAuto    Your bristle at your foolishness.~
OthersAuto  $n bristles at $mself and $s foolishness.~
End

#SOCIAL
Name        brownie~
CharNoArg   You munch on a delicious brownie. You begin to feel light headed.~
OthersNoArg $n munches on a funny-looking brownie. $n begins to feel light headed.~
CharFound   You give $N a funny-looking brownie.~
OthersFound $n gives $N a funny-looking brownie.~
VictFound   $n gives you a funny-looking brownie. Be careful!~
CharAuto    You look very strange giving yourself a brownie.~
OthersAuto  $n gives $mself a brownie, $e might be a BIT strange.~
End

#SOCIAL
Name        brush~
CharNoArg   Brush what? Who? Where?~
OthersNoArg $n seems to be looking for someone to brush.~
CharFound   You brush out $S hair for $M.  Very thoughtful.~
OthersFound $n brushes $N's hair for $M.  Looks better now.~
VictFound   $n brushes out your hair.  How nice of $m.~
CharAuto    You brush out your hair.  There - much better.~
OthersAuto  $n brushes out $s hair.  Looks much better now.~
End

#SOCIAL
Name        bspider~
CharNoArg   You blame a spider for the green fog coming from behind you.~
OthersNoArg $n tells everyone $e did not fart, that was the barking spider!~
CharFound   "Hey $N, did you hear that spider bark?"  (you put your hand to your ear to listen)~
OthersFound $n lets off a boiled egg fart that would pull a buzzard off a shit wagon and tells &N " It was

a spider! Honest! It was! I heard him bark!"~
VictFound   $n lets off a LOUD fart and tells you  " It was a spider!  Honest! It was! I heard him bark!"~
CharAuto    You seriously need a gas mask.~
OthersAuto  $n is in serious need of a gas mask.~
End

#SOCIAL
Name        bunny~
CharNoArg   You strike a pose just like a widdle bunny hunny. Awww.~
OthersNoArg $n strikes a pose just like a widdle bunny hunny. Awww.~
CharFound   You look at $N and say, "That's my widdle bunny hunny!"~
OthersFound $n looks at $N and says, "That's my widdle bunny hunny!"~
VictFound   $n looks at you and says, "That's my widdle bunny hunny!"~
CharAuto    Awww! Do you miss your bunny?~
OthersAuto  $n looks as though $e misses $s little bunny.  Aww!~
End

#SOCIAL
Name        burp~
CharNoArg   You burp so loud the walls shake.~
OthersNoArg $n burps so loud the walls quake!.~
CharFound   You burp loudly to $M in response.~
OthersFound $n burps loudly in response to $N's remark.~
VictFound   $n burps loudly in response to your remark.~
CharAuto    You burp quietly to yourself.~
OthersAuto  $n burps at $mself.  You'd rate that a 1.~
End

#SOCIAL
Name        bye~
CharNoArg   You say goodbye to all in the room.~
OthersNoArg $n says goodbye to everyone in the room.~
CharFound   You say goodbye to $N.~
OthersFound $n says goodbye to $N.~
VictFound   $n says goodbye to you.~
CharAuto    You say goodbye to yourself.  Contemplating suicide?~
OthersAuto  $n says goodbye to $mself.  Is $e contemplating suicide?~
End

#SOCIAL
Name        cackle~
CharNoArg   You throw back your head and cackle with insane glee!~
OthersNoArg $n throws back $s head and cackles with insane glee!~
CharFound   You cackle gleefully at $N.~
OthersFound $n cackles gleefully at $N.~
VictFound   $n cackles gleefully at you.  Better keep your distance from $m.~
CharAuto    You cackle at yourself.  Now, THAT'S strange!~
OthersAuto  $n is really crazy now!  $e cackles at $mself.~
End

#SOCIAL
Name        caress~
CharNoArg   Who needs to be caressed?~
OthersNoArg $n caresses $s hands softly because no one else will.~
CharFound   You gently caress $S face.~
OthersFound $n gently caresses $N's face.~
VictFound   $n gently caresses your face.~
CharAuto    You gently caress your face. My, what soft skin.~
OthersAuto  $n gently caresses $s face.~
End

#SOCIAL
Name        catnap~
CharNoArg   You curl into a tiny ball and go to sleep.~
OthersNoArg $n curls $mself into a tiny ball and goes to sleep.~
CharFound   You curl up in $S lap and go to sleep.~
OthersFound $n curls up in $N's lap and goes to sleep.~
VictFound   $n curls up in your lap and goes to sleep.~
CharAuto    You curl into a tiny ball and go to sleep.~
OthersAuto  $n curls $mself into a tiny ball and goes to sleep.~
End

#SOCIAL
Name        challenge~
CharNoArg   Challenge who?~
OthersNoArg $n is looking for someone to challenge to a fight to the death!~
CharFound   You challenge $N to a fight to the death.~
OthersFound $n challenges $N to a fight to the death.~
VictFound   $n challenges you to a fight to the death.~
CharAuto    Challenge YOURSELF to a fight to the death?  I think not!~
OthersAuto  $n tries to challenge $mself, how odd.~
End

#SOCIAL
Name        cheer~
CharNoArg   And the peasants rejoiced...~
OthersNoArg $n emits an unrivaled cheer! WOoOo!~
CharFound   You show your wild enthusiasm for your new friend, $N.~
OthersFound $n cheers maniacally as $N shows them who's boss.~
VictFound   $n cheers you on like it's going out of style.~
CharAuto    Go me!~
OthersAuto  $n thinks $e's pretty damned neat.  Go $n!!!~
End

#SOCIAL
Name        chicken~
CharNoArg   You peer around the room for cowards.~
OthersNoArg $n is looking for a coward.~
CharFound   You grin at $N and say 'Chicken?'~
OthersFound $n grins at $N and says 'Chicken?'~
VictFound   $n grins at you and says, 'Chicken?'~
CharAuto    You can't believe what a chicken you are.~
OthersAuto  $n shamefully admits $e's a chicken.~
End

#SOCIAL
Name        chill~
CharNoArg   You mutter the words "chill out" to no one in particular.~
OthersNoArg $n stares off into space and mutters "chill out" to $s imaginary friends. They must be on crack or something.~
CharFound   You wish $N would just chill out!~
OthersFound $n turns to $N and shouts, "Chill out, freako!"~
VictFound   $n turns to you and shouts "Chill out, freako!"~
CharAuto    You chill.~
OthersAuto  $n chills.  They're so cool.~
End

#SOCIAL
Name        chocolate~
CharNoArg   You are suffering from chocolate withdrawals.~
OthersNoArg $n is suffering from chocolate withdrawls.~
CharFound   You have given $N a Hershey Kiss. How Sweet  !~
OthersFound $n gives $N a big Hershey's kiss. How sweet!~
VictFound   $n has given you a big Hershey's Kiss. Awwwwww~
CharAuto    You suddenly feel like a Hershey's Kiss. You drool uncontrollably.~
OthersAuto  $n is suffering from a big chocolate witdrawl.~
End

#SOCIAL
Name        chortle~
CharNoArg   You chortle with glee.~
OthersNoArg $n chortles with glee.~
CharFound   You chortle loudly at $M.~
OthersFound $n chortles loudly at $N.~
VictFound   $n chortles loudly at you.~
CharAuto    You chortle loudly to yourself.~
OthersAuto  $n chortles loudly to $mself.~
End

#SOCIAL
Name        chuckle~
CharNoArg   You chuckle politely.~
OthersNoArg $n chuckles politely.~
CharFound   You chuckle at $S joke.~
OthersFound $n chuckles at $N's joke.~
VictFound   $n chuckles at your joke.~
CharAuto    You chuckle at your own joke, since no one else would.~
OthersAuto  $n chuckles at $s own joke, since none of you would.~
End

#SOCIAL
Name        clap~
CharNoArg   You clap your hands together.~
OthersNoArg $n shows $s approval by clapping $s hands together.~
CharFound   You clap at $S performance.~
OthersFound $n claps at $N's performance.~
VictFound   $n claps at your performance.~
CharAuto    You clap at your own performance.~
OthersAuto  $n claps at $s own performance.~
End

#SOCIAL
Name        clue~
CharNoArg   You want to give a clue to yourself? You must have no clue, eh?~
OthersNoArg $n thinks $e has a clue, but $e is wrong.~
CharFound   You try to give $N a clue but $E is totally clueless.~
OthersFound $n tries to give $N a clue but $E is totally clueless.~
VictFound   $n tries to give you a clue. $e must think you are totally clueless.~
CharAuto    You want to give yourself a clue? Bonehead!~
OthersAuto  $n tries to give themself a clue but $e is totally clueless.~
End

#SOCIAL
Name        coffee~
CharNoArg   You wish someone would give you a cup of coffee.~
OthersNoArg $n wishes someone would offer $m a cup of coffee.~
CharFound   You pour a steaming hot cup of coffee and give it to $N.~
OthersFound $n pours a steaming hot cup of coffee and gives it to $n.~
VictFound   $n pours a steaming hot cup of coffee and gives it to you.~
CharAuto    You pour yourself a cup of coffee. It is a necessity of mud life.~
OthersAuto  $n pours a steaming hot cup of coffee. Bet you had one too!~
End

#SOCIAL
Name        comb~
CharNoArg   You comb your hair - perfect.~
OthersNoArg $n combs $s hair, how dashing!~
CharFound   You patiently untangle $N's hair - what a mess!~
OthersFound $n tries patiently to untangle $N's hair.~
VictFound   $n pulls your hair in an attempt to comb it.~
CharAuto    You pull your hair, but it will not be combed.~
OthersAuto  $n tries to comb $s tangled hair.~
End

#SOCIAL
Name        comfort~
CharNoArg   Do you feel uncomfortable?~
OthersNoArg $n tries to comfort $mself, $e looks uncomfortable.~
CharFound   You comfort $M.~
OthersFound $n comforts $N.~
VictFound   $n comforts you.~
CharAuto    You make a vain attempt to comfort yourself.~
OthersAuto  $n has no one to comfort $m but $mself.~
End

#SOCIAL
Name        cookie~
CharNoArg   You munch thoughtfully on a chocolate-chip cookie.~
OthersNoArg $n munches thoughtfully on a chocolate-chip cookie.~
CharFound   You give a delectable chocolate-chip cookie to $N.~
OthersFound $n gives a delectable chocolate-chip cookie to $N.~
VictFound   $n gives a delectable chocolate-chip cookie to you.~
CharAuto    You want to give a cookie to yourself? ~
OthersAuto  $n tries to give a cookie to $mself. How selfish!~
End

#SOCIAL
Name        cough~
CharNoArg   You cough to clear your throat and eyes and nose and....~
OthersNoArg $n coughs loudly.~
CharFound   You cough loudly.  It must be $S fault, $E gave you this cold.~
OthersFound $n coughs loudly, and glares at $N, like it is $S fault.~
VictFound   $n coughs loudly, and glares at you.  Did you give $m that cold?~
CharAuto    You cough loudly.  Why don't you take better care of yourself?~
OthersAuto  $n coughs loudly.  $n should take better care of $mself.~
End

#SOCIAL
Name        cower~
CharNoArg   What are you afraid of?~
OthersNoArg $n cowers in the corner from claustrophobia.~
CharFound   You cower in the corner at the sight of $M.~
OthersFound $n cowers in the corner at the sight of $N.~
VictFound   $n cowers in the corner at the sight of you.~
CharAuto    You cower in the corner at the thought of yourself.  You scaredy cat!~
OthersAuto  $n cowers in the corner.  What is wrong with $m now?~
End

#SOCIAL
Name        cringe~
CharNoArg   You cringe in terror.~
OthersNoArg $n cringes in terror!~
CharFound   You cringe away from $M.~
OthersFound $n cringes away from $N in mortal terror.~
VictFound   $n cringes away from you.~
CharAuto    I beg your pardon?~
OthersAuto  $n cringes away from $mself, that has to be difficult.~
End

#SOCIAL
Name        croak~
CharNoArg   You attempt to sing, but it sounds more like a croak. Take lessons!~
