#MOBILE
Description The massive Viking gazes down on you with his blue eyes. His bronze, tattooed
skin ripples with muscular tension.
~
HpManaMove   3719 3719 100 100 115 115
Position 12
Flags 268435523
AffectedBy   4194304&256
#OBJECT
Name         a runed mithril breastplate~
ShortDescr   a runed mithril breastplate~
Description  A runed mithril breastplate lies here.~
ActionDesc   ~
Ovnum         29500
ExtraFlags   537395520&1024
Weight       13
Cost         4500
Values       16 18 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 2 79 0
Affect       -1 -1 15 14 0
Affect       -1 -1 -2 24 0
Affect       -1 -1 3 18 0
Affect       -1 -1 3 31 0
End

EndMobile

#MOBILE
Vnum	3659
Level   65
Gold	294
Room	3694
Name     healer Illani woman~
Short	Illani~
Long	A beautiful woman hums softly to herself.
~
Description Most of her long scarlet hair is hidden by a large white cowl.
A few strands fall in front of her shining green eyes. Her long slender
fingers are disproportionate to her petit frame and features. Light reflects
off of her thin and glossy red lips. Often times she fills the room with her
soft voice by humming.
~
HpManaMove   4914 4914 100 100 100 100
Position 12
Flags 11
AffectedBy   4194304&256
EndMobile

#MOBILE
Vnum	3656
Level   64
Gold	363
Room	3674
Name     A walker in the Garden~
Short	a walking healer~
Long	A walking healer is here
~
Description White robes surround this lovely vision of healing grace.
~
HpManaMove   3764 3764 100 100 100 100
Position 12
Flags 268435467
AffectedBy   4194304&256
#OBJECT
Name         spring travelers staff cure light~
ShortDescr   a travelers spring staff~
Description  A travelers spring staff lies here.~
ActionDesc   ~
Ovnum         21169
ExtraFlags   536870976&1024
Cost         1180
Values       59 10 10 119 -1 -1 0 0 0 0 0 0 0 0 0
Spell 3      'cure light'
End

EndMobile

#MOBILE
Vnum	3655
Level   65
Gold	296
Room	3701
Name     Croaker~
Short	Croaker~
Long	Croaker, a former medic and retired Captain stands here.
~
Description This burly man of average looks waits patiently. His armor shows many battle
scars. The odd thing about him are the ink stains on his hands from his
recording the Black Company Annals.
~
HpManaMove   3135 3135 100 100 100 100
Position 12
Flags 67
AffectedBy   4718592&256
EndMobile

#MOBILE
Vnum	3654
Level   65
Gold	237
Room	3692
Name     man argemis~
Short	Argemis~
Long	A featureless man in brown robes stands here.
~
Description Here stands Argemis, trying to completely fill a large gold chest.. Instead
the chest only continues to grow deeper. He is doomed to remain here until he
can resist the call of the chest.  Argemis sees the chest as an extension of
himself, and continues to feel it with whatever material possessions are handy
to him in this area. Perhaps he wont notice if you borrow something...
~
HpManaMove   5035 5035 100 100 100 100
Position 12
Flags 67
AffectedBy   4194304&256
EndMobile

#MOBILE
Vnum	3658
Level   65
Gold	342
Room	3703
Name     healer One-Eye one eye~
Short	One-Eye~
Long	One-Eye the impish healer hovers here on a bright pink mist.
~
Description This small toad like man has huge bulging green eyes. His skin is nearly as
black as tar. His mouth is so wide it seems to stretch from ear to ear. His
teeth look like small little triangles which makes his smile remind one of a
baby alligator. His fingers, however, do not appear like a toad's at all. They
 are long, lanky, and quite adept at healing the unwilling souls that get
brought for him to aid.
~
HpManaMove   3218 3218 100 100 100 100
Position 12
Flags 11
AffectedBy   4194304&256
EndMobile

#MOBILE
Vnum	10399
Level   65
Gold	319
Room	10300
Name     Master Headmaster Eganrac~
Short	Headmaster Eganrac~
Long	The illustrious University Headmaster stands here to greet you.
~
Description You have heard tales of the warrior known as Eganrac, and none of them were
pleasant.  He has mastered every combat skill and wields much magical power.
That must be the reason Drazuk gave him a job as Headmaster of the University.
~
HpManaMove   4472 4472 100 100 100 100
Position 12
Flags 272629763
AffectedBy   4194432&256
#OBJECT
Name         torn scroll infravision~
ShortDescr   a torn scroll~
Description  A torn scroll lies here.~
ActionDesc   ~
Ovnum         21159
ExtraFlags   536870976&1024
Cost         430
Values       43 226 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0
Spell 1      'infravision'
End

EndMobile

#MOBILE
Vnum	10340
Level   65
Gold	327
Room	10303
Name     Agape teacher~
Short	Agape~
Long	Agape, Lord of Knowledge, sits here reading, waiting for students.
~
Description Agape, the Lord of Knowledge, smiles at you.  He knows all and sees all, so is
the perfect person to learn your lessons from.  He carries the Book of
Knowledge with him everywhere, and it contains the secrets of the Realms.
~
HpManaMove   4493 4493 100 100 100 100
Position 12
Flags 272630851
AffectedBy   4194432&256
#OBJECT
Name         backpack back pack~
ShortDescr   a leather backpack~
Description  A leather backpack sits here.~
ActionDesc   ~
Ovnum         21196
ExtraFlags   0&1024
Values       66 0 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10333
Level   50
Gold	131
Room	10305
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2076 2076 100 100 100 100
Position 12
Flags 4194371
AffectedBy   4194432&256
EndMobile

#MOBILE
Vnum	10394
Level   64
Gold	322
Room	10306
Name     Celine lady~
Short	Celine~
Long	A beautiful lady stands here, waiting for her students.
~
Description This has to be one of the most beautiful women in these Realms, both inside
and out. Her eyes have a sparkle of amusement and her face an easy smile.
She knows you are admiring her, and she does not seem to mind. She is
comfortable and confident that the picture she makes is breath taking. Her
voice at last breaks the spell. Her voice is like satin, you can hardly
wait for your lessons to begin. Any reason to hear her speak the tongues
foreign to your ears.
~
HpManaMove   4548 4548 100 100 100 100
Position 12
Flags 5242947
AffectedBy   4194432&256
EndMobile

#MOBILE
Vnum	10342
Level   65
Gold	290
Room	10319
Name     Kell healer lord~
Short	Lord Kell~
Long	Lord Kell, Master of Healing stands before you.
~
Description The mighty Lord Kell greets you as you enter, and begins the incantations that
will prepare your body and mind for the challenges ahead of you.  You feel
like you should grovel towards such a figure.
~
HpManaMove   4522 4522 100 100 100 100
Position 12
Flags 4194371
AffectedBy   4194432&256
EndMobile

#MOBILE
Vnum	10346
Level   50
Gold	108
Room	10355
Name     Silvestri receptionist woman~
Short	Silvestri~
Long	An elven woman sits here, waiting to assist you into the proper portals.
~
Description This young elf is here to direct you towards the proper guilds.  She enjoys
her duties in the University, aiding the new adventurers to the training area
of their chosen class.
~
HpManaMove   2022 2022 100 100 100 100
Position 12
Flags 4194371
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10343
Level   66
Gold	0
Room	10357
Name     Phooey storekeeper ranger~
Short	Phooey~
Long	A strong ranger is here, selling his wares.
~
Description This mighty ranger has a few things for sale that might help you out.  You
should check what he has for you, and maybe make a few purchases.
~
HpManaMove   4093 4093 100 100 100 100
Position 12
Flags 272629827
AffectedBy   4194832&256
#OBJECT
Name         dragonskin skin water~
ShortDescr   a dragonskin~
Description  You see a dragonskin water container here.~
ActionDesc   ~
Ovnum         10314
ExtraFlags   8192&1
Values       15 15 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         a smoking ethereal tunic~
ShortDescr   a smoking ethereal tunic~
Description  A smoking ethereal tunic lies here.~
ActionDesc   ~
Ovnum         29505
ExtraFlags   536871232&1024
Weight       7
Cost         2500
Values       8 17 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 -2 23 0
Affect       -1 -1 4 69 16
Affect       -1 -1 2 5 0
End

#OBJECT
Name         torch~
ShortDescr   a torch~
Description  A piece of wood, partly wrapped in cloth is here.~
ActionDesc   ~
Ovnum         10316
ExtraFlags   8192&1
Values       0 0 24 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         dried rabbit meat~
ShortDescr   dried rabbit meat~
Description  Some sort of dried meat is on the ground here.~
ActionDesc   ~
Ovnum         10317
ExtraFlags   8192&1
Values       24 0 0 0 0 0 0 0 0 0 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10341
Level   51
Gold	241
Room	10398
Name     statue Diabolist cage~
Short	the statue~
Long	A marble statue of a dark Diabolist stands here.
~
Description This Diabolist is carved from the finest of marbles.  The artist seems to have
caught the vitality of his subject, so much so that the statue seems alive.
~
HpManaMove   3159 3159 100 100 100 100
Position 12
Flags 272630851
AffectedBy   4194944&256
#OBJECT
Name         a battered leather pair of pants~
ShortDescr   a battered leather pair of pants~
Description  A battered leather pair of pants lies here.~
ActionDesc   ~
Ovnum         29586
ExtraFlags   536871232&1024
Weight       3
Cost         3500
Values       6 13 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 4 1 0
Affect       -1 -1 2 18 0
Affect       -1 -1 2 31 0
Affect       -1 -1 -6 24 0
End

EndMobile

#MOBILE
Vnum	10349
Level   49
Gold	136
Room	10323
Name     statue mage cage~
Short	the statue~
Long	A marble statue of an ancient mage.
~
Description This is a statue of an wizened old mage. Made of fine marble that is magical
and contains the spirit of the subject after which it was fashioned.
~
HpManaMove   2860 2860 100 100 100 100
Position 12
Flags 4195395
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10350
Level   50
Gold	168
Room	10324
Name     statue cleric cage~
Short	the statue~
Long	A marble statue of an ancient cleric.
~
Description This is a statue made of fine marble, depicting a cleric. She is done
in a lifelike manner, like she was a real person dipped in the marble.
~
HpManaMove   2100 2100 100 100 100 100
Position 12
Flags 4195395
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10351
Level   51
Gold	305
Room	10322
Name     statue thief cage~
Short	the statue~
Long	A marble statue of an ancient thief.
~
Description This statue is made from the darkest black marble you have ever seen.
It depicts a shadowy cloaked thief. You feel his eyes on you, like it is
a living person and not a statue at all.
~
HpManaMove   2885 2885 100 100 100 100
Position 12
Flags 272630851
AffectedBy   4194944&256
#OBJECT
Name         a brilliant obsidian pair of glasses~
ShortDescr   a brilliant obsidian pair of glasses~
Description  A brilliant obsidian pair of glasses lies here.~
ActionDesc   ~
Ovnum         29531
ExtraFlags   536871232&1024
Cost         2500
Values       0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 -3 22 0
Affect       -1 -1 2 79 0
Affect       -1 -1 5 5 0
End

EndMobile

#MOBILE
Vnum	10352
Level   51
Gold	272
Room	10318
Name     statue warrior cage~
Short	the statue~
Long	A marble statue of an ancient warrior.
~
Description This warrior is carved from the finest of marbles. The artist seems to
have caught the vitality of his subject, so much so that the statue seems
alive.
~
HpManaMove   2926 2926 100 100 100 100
Position 12
Flags 4195395
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10353
Level   50
Gold	108
Room	10321
Name     statue thug cage~
Short	the statue~
Long	A marble statue of a streetwise thug.
~
Description This is a marble carving of a streetwise thug.  He stands tall and holds a
large club at the ready.  A sneer crosses his face and a menacing look fills
his eye.
~
HpManaMove   2547 2547 100 100 100 100
Position 12
Flags 272630851
AffectedBy   4194944&256
#OBJECT
Name         a shaman's leather ward~
ShortDescr   a shaman's leather ward~
Description  A shaman's leather ward lies here.~
ActionDesc   ~
Ovnum         29591
ExtraFlags   536871232&1024
Weight       4
Cost         3500
Values       6 13 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 3 4 0
Affect       -1 -1 30 13 0
Affect       -1 -1 3 31 0
Affect       -1 -1 -2 22 0
End

EndMobile

#MOBILE
Vnum	10354
Level   51
Gold	328
Room	10320
Name     statue druid cage~
Short	the statue~
Long	A marble statue of an ancient druid.
~
Description This is a finely carved statue of an old druidess in ceremonial white
robes. She is made to look so natural, you are sure she is alive.
~
HpManaMove   3283 3283 100 100 100 100
Position 12
Flags 4195395
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10355
Level   50
Gold	114
Room	10391
Name     statue ranger cage~
Short	the statue~
Long	A marble statue of an ancient ranger.
~
Description This statue was made with excellent details. This ranger stands proud.
Then you notice a movement, you are sure it is alive.
~
HpManaMove   2205 2205 100 100 100 100
Position 12
Flags 4195395
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10360
Level   49
Gold	99
Room	10433
Name     statue jester cage~
Short	the statue~
Long	A marble statue of an active Jester.
~
Description This is a statue of an active Jester. Made of fine marble that is magical
and contains the spirit of the subject after which it was fashioned.
~
HpManaMove   2176 2176 150 150 100 100
Position 12
Flags 272630851
AffectedBy   4194944&256
#OBJECT
Name         a warped spiked carapace~
ShortDescr   a warped spiked carapace~
Description  A warped spiked carapace lies here.~
ActionDesc   ~
Ovnum         29599
ExtraFlags   537395520&1024
Weight       8
Cost         4500
Values       12 14 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 40 69 0&256
Affect       -1 -1 -2 24 0
Affect       -1 -1 3 5 0
Affect       -1 -1 20 12 0
Affect       -1 -1 30 12 0
End

EndMobile

#MOBILE
Vnum	10365
Level   50
Gold	111
Room	10439
Name     statue shaman cage~
Short	the statue~
Long	A marble statue of an ancient shaman.
~
Description This is a statue of an wizened old shaman. Made of fine marble that is magical
and contains the spirit of the subject after which it was fashioned.
~
HpManaMove   3131 3131 100 100 100 100
Position 12
Flags 4195395
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10380
Level   50
Gold	151
Room	10445
Name     statue conjurer cage~
Short	the statue~
Long	A marble statue of an mystical Conjurer.
~
Description This is a statue of a mystical Conjurer. Made of fine marble that is magical
and contains the spirit of the subject after which it was fashioned.
~
HpManaMove   2011 2011 100 100 100 100
Position 12
Flags 4195395
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10400
Level   51
Gold	352
Room	10400
Name     statue monk cage~
Short	the statue~
Long	A marble statue of an active monk stands here.
~
Description This Monk is carved from the finest of marbles.  The artist seems to have
caught the vitality of his subject, so much so that the statue seems alive.
~
HpManaMove   3285 3285 100 100 100 100
Position 12
Flags 4195395
AffectedBy   4194944&256
EndMobile

#MOBILE
Vnum	10304
Level   50
Gold	145
Room	10440
Name     healer spectre cage~
Short	The spectre~
Long	A spectral guardian watches the progress of young Shamans.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2635 2635 100 100 100 100
Position 12
Flags 4194307
AffectedBy   184
EndMobile

#MOBILE
Vnum	10334
Level   49
Gold	193
Room	10325
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2384 2384 115 115 100 100
Position 12
Flags 272629827
AffectedBy   4194432&256
#OBJECT
Name         a warm marble pair of glasses~
ShortDescr   a warm marble pair of glasses~
Description  A warm marble pair of glasses lies here.~
ActionDesc   ~
Ovnum         29531
ExtraFlags   536871232&1024
Cost         1750
Values       0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 15 12 0
Affect       -1 -1 -4 23 0
End

EndMobile

#MOBILE
Vnum	10335
Level   50
Gold	163
Room	10326
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2052 2052 100 100 100 100
Position 12
Flags 272629827
AffectedBy   4194432&256
#OBJECT
Name         bag canvas~
ShortDescr   a canvas bag~
Description  A canvas bag sits here.~
ActionDesc   ~
Ovnum         21195
ExtraFlags   0&1024
Values       26 1 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10336
Level   50
Gold	184
Room	10327
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2058 2058 100 100 100 100
Position 12
Flags 4194371
AffectedBy   4194432&256
EndMobile

#MOBILE
Vnum	10337
Level   50
Gold	153
Room	10328
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2964 2964 100 100 100 100
Position 12
Flags 4194371
AffectedBy   4194432&256
EndMobile

#MOBILE
Vnum	10338
Level   51
Gold	326
Room	10329
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2576 2576 115 115 100 100
Position 12
Flags 272629827
AffectedBy   4194432&256
#OBJECT
Name         a warped plate mail helmet~
ShortDescr   a warped plate mail helmet~
Description  A warped plate mail helmet lies here.~
ActionDesc   ~
Ovnum         29539
ExtraFlags   537395520&1024
Weight       8
Cost         3500
Values       14 16 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 3 79 0
Affect       -1 -1 3 19 0
Affect       -1 -1 15 12 0
Affect       -1 -1 2 3 0
End

EndMobile

#MOBILE
Vnum	10339
Level   51
Gold	230
Room	10330
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2678 2678 100 100 120 120
Position 12
Flags 272629827
AffectedBy   4194432&256
#OBJECT
Name         a blood-stained double leather headpiece~
ShortDescr   a blood-stained double leather headpiece~
Description  A blood-stained double leather headpiece lies here.~
ActionDesc   ~
Ovnum         29568
ExtraFlags   536871232&1024
Weight       3
Cost         3500
Values       8 14 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 -2 22 0
Affect       -1 -1 20 14 0
Affect       -1 -1 3 3 0
Affect       -1 -1 -3 24 0
End

EndMobile

#MOBILE
Vnum	10347
Level   51
Gold	265
Room	10428
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2976 2976 100 100 100 100
Position 12
Flags 272629827
AffectedBy   4194432&256
#OBJECT
Name         miniature pill alertness~
ShortDescr   a miniature pill~
Description  A miniature pill sits here.~
ActionDesc   ~
Ovnum         21149
ExtraFlags   536870976&1024
Cost         580
Values       58 49 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0
Spell 1      'alertness'
End

EndMobile

#MOBILE
Vnum	10361
Level   50
Gold	123
Room	10434
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   2500 2500 100 100 100 100
Position 12
Flags 4194371
AffectedBy   4194432&256
EndMobile

#MOBILE
Vnum	10379
Level   50
Gold	147
Room	10446
Name     healer spectre cage~
Short	the spectre~
Long	A spectral guardian of the university is here watching your progress.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   3230 3230 100 100 100 100
Position 12
Flags 4194371
AffectedBy   4194432&256
EndMobile

#MOBILE
Vnum	10401
Level   50
Gold	154
Room	10401
Name     healer spectre cage~
Short	The spectre~
Long	A spectral guardian watches the progress of young Jesters.
~
Description You can't really make out any physical details of the guardian. The form
of the spectre is constantly shifting in and out of existence, what you
can see of it is more like a transparent mist.
~
HpManaMove   3000 3000 100 100 100 100
Position 12
Flags 272629763
AffectedBy   184
#OBJECT
Name         vellum scroll cause critical~
ShortDescr   a vellum scroll~
Description  A vellum scroll lies here.~
ActionDesc   ~
Ovnum         21140
ExtraFlags   536870976&1024
Cost         400
Values       40 95 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0
Spell 1      'cause critical'
End

EndMobile

#MOBILE
Vnum	10326
Level   1
Gold	14
Room	10331
Name     minotaur cage~
Short	the minotaur~
Long	A minotaur is here snorting at your intrusion.
~
Description Not the largest of the species you have ever seen. Actually this minotaur
looks pretty small compared to the others of its kind that you have seen.
~
HpManaMove   16 16 100 100 100 100
Position 12
Flags 20971587
#OBJECT
Name         collar leather university strong~
ShortDescr   a strong leather collar~
Description  A strong leather collar from the university~
ActionDesc   ~
Ovnum         10306
Values       3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         gloves kid university~
ShortDescr   kid gloves~
Description  A pair of kid gloves from the University lie here~
ActionDesc   ~
Ovnum         10319
Values       3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10326
Level   1
Gold	19
Room	10331
Name     minotaur cage~
Short	the minotaur~
Long	A minotaur is here snorting at your intrusion.
~
Description Not the largest of the species you have ever seen. Actually this minotaur
looks pretty small compared to the others of its kind that you have seen.
~
HpManaMove   15 15 100 100 100 100
Position 12
Flags 289407043
#OBJECT
Name         collar leather university strong~
ShortDescr   a strong leather collar~
Description  A strong leather collar from the university~
ActionDesc   ~
Ovnum         10306
Values       3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         gloves kid university~
ShortDescr   kid gloves~
Description  A pair of kid gloves from the University lie here~
ActionDesc   ~
Ovnum         10319
Values       3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         a tarnished double chain chestpiece~
ShortDescr   a tarnished double chain chestpiece~
Description  A tarnished double chain chestpiece lies here.~
ActionDesc   ~
Ovnum         29047
ExtraFlags   524353&1024
Weight       14
Cost         1000
Values       14 2 0 0 0 0 0 0 0 0 0 0 0 0 0
Affect       -1 -1 2 18 0
Affect       -1 -1 -1 4 0
End

#OBJECT
Name         golden potion poison~
ShortDescr   a golden potion~
Description  A golden potion sits here.~
ActionDesc   ~
Ovnum         21141
ExtraFlags   536870976&1024
Cost         530
Values       53 263 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0
Spell 1      'poison'
End

EndMobile

#MOBILE
Vnum	10305
Level   1
Gold	25
Room	10332
Name     naga cage~
Short	the naga~
Long	A naga is here, eyes narrowed in anger
~
Description Not the prettiest creature you have ever seen. This beasts entire lower
half is that of a snake. The upper part of its body is that of a woman.
She does not look happy to see you.
~
HpManaMove   15 15 100 100 100 100
Position 12
Flags 289407043
#OBJECT
Name         belt leather university~
ShortDescr   a braided leather belt~
Description  A braided leather belt from the University lies here~
ActionDesc   ~
Ovnum         10302
Values       4 4 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         leggings leather university~
ShortDescr   heavy leather leggings~
Description  Heavy leather leggings from the University lie here~
ActionDesc   ~
Ovnum         10303
Values       4 4 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         a flail~
ShortDescr   a flail~
Description  A flail lies here.~
ActionDesc   ~
Ovnum         29007
ExtraFlags   0&1040
Weight       13
Cost         250
Values       12 8 22 6 0 0 0 0 0 0 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10305
Level   2
Gold	21
Room	10332
Name     naga cage~
Short	the naga~
Long	A naga is here, eyes narrowed in anger
~
Description Not the prettiest creature you have ever seen. This beasts entire lower
half is that of a snake. The upper part of its body is that of a woman.
She does not look happy to see you.
~
HpManaMove   34 34 100 100 100 100
Position 12
Flags 20971587
#OBJECT
Name         belt leather university~
ShortDescr   a braided leather belt~
Description  A braided leather belt from the University lies here~
ActionDesc   ~
Ovnum         10302
Values       4 4 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         leggings leather university~
ShortDescr   heavy leather leggings~
Description  Heavy leather leggings from the University lie here~
ActionDesc   ~
Ovnum         10303
Values       4 4 0 0 0 0 0 0 0 0 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10312
Level   1
Gold	13
Room	10333
Name     gnoll cage~
Short	the gnoll~
Long	A young gnoll is here ready to attack you.
~
Description Eager to test his prowess in battle, this young gnoll bares his fangs at you.
He is trying to strike fear in your heart.
~
HpManaMove   16 16 100 100 100 100
Position 12
Flags 20971587
#OBJECT
Name         cape brocade university~
ShortDescr   a black brocade cape~
Description  A black brocade cape from the University~
ActionDesc   ~
Ovnum         10305
Values       3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         helmet leather university~
ShortDescr   a leather helmet~
Description  A leather helmet from the University~
ActionDesc   ~
Ovnum         10304
Values       3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         component silver orb~
ShortDescr   a silver orb~
Description  A small silver orb.~
ActionDesc   ~
Ovnum         21456
ExtraFlags   536870912&1024
Values       2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10312
Level   1
Gold	7
Room	10333
Name     gnoll cage~
Short	the gnoll~
Long	A young gnoll is here ready to attack you.
~
Description Eager to test his prowess in battle, this young gnoll bares his fangs at you.
He is trying to strike fear in your heart.
~
HpManaMove   15 15 100 100 100 100
Position 12
Flags 20971587
#OBJECT
Name         cape brocade university~
ShortDescr   a black brocade cape~
Description  A black brocade cape from the University~
ActionDesc   ~
Ovnum         10305
Values       3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
End

#OBJECT
Name         helmet leather university~
ShortDescr   a leather helmet~
Description  A leather helmet from the University~
ActionDesc   ~
Ovnum         10304
Values       3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10319
Level   2
Gold	10
Room	10334
Name     kobold cage~
Short	the kobold~
Long	A kobold with a sickly grin on its face is here.
~
Description He looks back at you with his beady little eyes. With a snarl he attacks.
